RowNo	Month	RBD	threshold_RQ	threshold_SumRQ	threshold_SumSumRQ	P(#SumSumRQ_level=0)	P(#SumSumRQ_level=1)	P(#SumSumRQ_level=2)	P(#SumSumRQ_level=3)	P(#SumSumRQ_level=4)	P(#SumSumRQ_exceeds=0)	P(#SumSumRQ_exceeds=1)	P(#Any_SumRQ_exceeds=0)	P(#Any_SumRQ_exceeds=1)	P(#Any_RQ_exceeds=0)	P(#Any_RQ_exceeds=1)	P(#Group_fungi_1.SumRQ_level=0)	P(#Group_fungi_1.SumRQ_level=1)	P(#Group_fungi_1.SumRQ_level=2)	P(#Group_fungi_1.SumRQ_level=3)	P(#Group_fungi_1.SumRQ_level=4)	P(#Group_herbi_1.SumRQ_level=0)	P(#Group_herbi_1.SumRQ_level=1)	P(#Group_herbi_1.SumRQ_level=2)	P(#Group_herbi_1.SumRQ_level=3)	P(#Group_herbi_1.SumRQ_level=4)	P(#Group_insec_1.SumRQ_level=0)	P(#Group_insec_1.SumRQ_level=1)	P(#Group_insec_1.SumRQ_level=2)	P(#Group_insec_1.SumRQ_level=3)	P(#Group_insec_1.SumRQ_level=4)	P(#Group_fungi_1.SumRQ_exceeds=0)	P(#Group_fungi_1.SumRQ_exceeds=1)	P(#Group_fungi_1.Any_RQ_exceeds=0)	P(#Group_fungi_1.Any_RQ_exceeds=1)	P(#Group_herbi_1.SumRQ_exceeds=0)	P(#Group_herbi_1.SumRQ_exceeds=1)	P(#Group_herbi_1.Any_RQ_exceeds=0)	P(#Group_herbi_1.Any_RQ_exceeds=1)	P(#Group_insec_1.SumRQ_exceeds=0)	P(#Group_insec_1.SumRQ_exceeds=1)	P(#Group_insec_1.Any_RQ_exceeds=0)	P(#Group_insec_1.Any_RQ_exceeds=1)	P(#Group_fungi_1.Subst_chloro_1.RQ_level=0)	P(#Group_fungi_1.Subst_chloro_1.RQ_level=1)	P(#Group_fungi_1.Subst_chloro_1.RQ_level=2)	P(#Group_fungi_1.Subst_chloro_1.RQ_level=3)	P(#Group_fungi_1.Subst_chloro_1.RQ_level=4)	P(#Group_fungi_1.Subst_pyracl_1.RQ_level=0)	P(#Group_fungi_1.Subst_pyracl_1.RQ_level=1)	P(#Group_fungi_1.Subst_pyracl_1.RQ_level=2)	P(#Group_fungi_1.Subst_pyracl_1.RQ_level=3)	P(#Group_fungi_1.Subst_pyracl_1.RQ_level=4)	P(#Group_fungi_1.Subst_tebuco_1.RQ_level=0)	P(#Group_fungi_1.Subst_tebuco_1.RQ_level=1)	P(#Group_fungi_1.Subst_tebuco_1.RQ_level=2)	P(#Group_fungi_1.Subst_tebuco_1.RQ_level=3)	P(#Group_fungi_1.Subst_tebuco_1.RQ_level=4)	P(#Group_fungi_1.Subst_thioph_1.RQ_level=0)	P(#Group_fungi_1.Subst_thioph_1.RQ_level=1)	P(#Group_fungi_1.Subst_thioph_1.RQ_level=2)	P(#Group_fungi_1.Subst_thioph_1.RQ_level=3)	P(#Group_fungi_1.Subst_thioph_1.RQ_level=4)	P(#Group_fungi_1.Subst_triflo_1.RQ_level=0)	P(#Group_fungi_1.Subst_triflo_1.RQ_level=1)	P(#Group_fungi_1.Subst_triflo_1.RQ_level=2)	P(#Group_fungi_1.Subst_triflo_1.RQ_level=3)	P(#Group_fungi_1.Subst_triflo_1.RQ_level=4)	P(#Group_herbi_1.Subst_pendim_1.RQ_level=0)	P(#Group_herbi_1.Subst_pendim_1.RQ_level=1)	P(#Group_herbi_1.Subst_pendim_1.RQ_level=2)	P(#Group_herbi_1.Subst_pendim_1.RQ_level=3)	P(#Group_herbi_1.Subst_pendim_1.RQ_level=4)	P(#Group_herbi_1.Subst_mcpaaa_1.RQ_level=0)	P(#Group_herbi_1.Subst_mcpaaa_1.RQ_level=1)	P(#Group_herbi_1.Subst_mcpaaa_1.RQ_level=2)	P(#Group_herbi_1.Subst_mcpaaa_1.RQ_level=3)	P(#Group_herbi_1.Subst_mcpaaa_1.RQ_level=4)	P(#Group_herbi_1.Subst_glypho_1.RQ_level=0)	P(#Group_herbi_1.Subst_glypho_1.RQ_level=1)	P(#Group_herbi_1.Subst_glypho_1.RQ_level=2)	P(#Group_herbi_1.Subst_glypho_1.RQ_level=3)	P(#Group_herbi_1.Subst_glypho_1.RQ_level=4)	P(#Group_herbi_1.Subst_diuron_1.RQ_level=0)	P(#Group_herbi_1.Subst_diuron_1.RQ_level=1)	P(#Group_herbi_1.Subst_diuron_1.RQ_level=2)	P(#Group_herbi_1.Subst_diuron_1.RQ_level=3)	P(#Group_herbi_1.Subst_diuron_1.RQ_level=4)	P(#Group_herbi_1.Subst_dimete_1.RQ_level=0)	P(#Group_herbi_1.Subst_dimete_1.RQ_level=1)	P(#Group_herbi_1.Subst_dimete_1.RQ_level=2)	P(#Group_herbi_1.Subst_dimete_1.RQ_level=3)	P(#Group_herbi_1.Subst_dimete_1.RQ_level=4)	P(#Group_herbi_1.Subst_dichlo_1.RQ_level=0)	P(#Group_herbi_1.Subst_dichlo_1.RQ_level=1)	P(#Group_herbi_1.Subst_dichlo_1.RQ_level=2)	P(#Group_herbi_1.Subst_dichlo_1.RQ_level=3)	P(#Group_herbi_1.Subst_dichlo_1.RQ_level=4)	P(#Group_herbi_1.Subst_dicamb_1.RQ_level=0)	P(#Group_herbi_1.Subst_dicamb_1.RQ_level=1)	P(#Group_herbi_1.Subst_dicamb_1.RQ_level=2)	P(#Group_herbi_1.Subst_dicamb_1.RQ_level=3)	P(#Group_herbi_1.Subst_dicamb_1.RQ_level=4)	P(#Group_herbi_1.Subst_24dich_1.RQ_level=0)	P(#Group_herbi_1.Subst_24dich_1.RQ_level=1)	P(#Group_herbi_1.Subst_24dich_1.RQ_level=2)	P(#Group_herbi_1.Subst_24dich_1.RQ_level=3)	P(#Group_herbi_1.Subst_24dich_1.RQ_level=4)	P(#Group_insec_1.Subst_dimeto_1.RQ_level=0)	P(#Group_insec_1.Subst_dimeto_1.RQ_level=1)	P(#Group_insec_1.Subst_dimeto_1.RQ_level=2)	P(#Group_insec_1.Subst_dimeto_1.RQ_level=3)	P(#Group_insec_1.Subst_dimeto_1.RQ_level=4)	P(#Group_insec_1.Subst_chlorp_1.RQ_level=0)	P(#Group_insec_1.Subst_chlorp_1.RQ_level=1)	P(#Group_insec_1.Subst_chlorp_1.RQ_level=2)	P(#Group_insec_1.Subst_chlorp_1.RQ_level=3)	P(#Group_insec_1.Subst_chlorp_1.RQ_level=4)	P(#Group_fungi_1.Subst_chloro_1.RQ_exceeds=0)	P(#Group_fungi_1.Subst_chloro_1.RQ_exceeds=1)	P(#Group_fungi_1.Subst_pyracl_1.RQ_exceeds=0)	P(#Group_fungi_1.Subst_pyracl_1.RQ_exceeds=1)	P(#Group_fungi_1.Subst_tebuco_1.RQ_exceeds=0)	P(#Group_fungi_1.Subst_tebuco_1.RQ_exceeds=1)	P(#Group_fungi_1.Subst_thioph_1.RQ_exceeds=0)	P(#Group_fungi_1.Subst_thioph_1.RQ_exceeds=1)	P(#Group_fungi_1.Subst_triflo_1.RQ_exceeds=0)	P(#Group_fungi_1.Subst_triflo_1.RQ_exceeds=1)	P(#Group_herbi_1.Subst_pendim_1.RQ_exceeds=0)	P(#Group_herbi_1.Subst_pendim_1.RQ_exceeds=1)	P(#Group_herbi_1.Subst_mcpaaa_1.RQ_exceeds=0)	P(#Group_herbi_1.Subst_mcpaaa_1.RQ_exceeds=1)	P(#Group_herbi_1.Subst_glypho_1.RQ_exceeds=0)	P(#Group_herbi_1.Subst_glypho_1.RQ_exceeds=1)	P(#Group_herbi_1.Subst_diuron_1.RQ_exceeds=0)	P(#Group_herbi_1.Subst_diuron_1.RQ_exceeds=1)	P(#Group_herbi_1.Subst_dimete_1.RQ_exceeds=0)	P(#Group_herbi_1.Subst_dimete_1.RQ_exceeds=1)	P(#Group_herbi_1.Subst_dichlo_1.RQ_exceeds=0)	P(#Group_herbi_1.Subst_dichlo_1.RQ_exceeds=1)	P(#Group_herbi_1.Subst_dicamb_1.RQ_exceeds=0)	P(#Group_herbi_1.Subst_dicamb_1.RQ_exceeds=1)	P(#Group_herbi_1.Subst_24dich_1.RQ_exceeds=0)	P(#Group_herbi_1.Subst_24dich_1.RQ_exceeds=1)	P(#Group_insec_1.Subst_dimeto_1.RQ_exceeds=0)	P(#Group_insec_1.Subst_dimeto_1.RQ_exceeds=1)	P(#Group_insec_1.Subst_chlorp_1.RQ_exceeds=0)	P(#Group_insec_1.Subst_chlorp_1.RQ_exceeds=1)
139	7	BEMAAS_VL	1	1	1	2.89E-3	0.04	0.13	0.25	0.57	0.18	0.82	0.2	0.8	0.2	0.8	0.08	0.18	0.15	0.16	0.43	0.3	0.25	0.3	0.15	3.46E-3	0.39	0.02	0.17	0.26	0.17	0.41	0.59	0.42	0.58	0.85	0.15	0.85	0.15	0.57	0.43	0.57	0.43	0.34	0.05	0.03	0.16	0.42	0.45	0.29	0.25	2.04E-3	1.36E-3	0.89	0.08	0.02	7.43E-7	0	0.92	0.07	6.83E-3	0	0	1	0	0	0	0	0.42	0.14	0.29	0.15	3.46E-3	1	9.15E-4	0	0	0	1	0	0	0	0	1	0	0	0	0	0.96	0.04	3.98E-4	0	0	1	0	0	0	0	0.99	8.47E-3	3.87E-5	0	0	0.97	0.03	5.1E-7	0	0	0.99	5.65E-3	6.75E-6	0	0	0.39	0.02	0.17	0.26	0.17	0.42	0.58	1	3.4E-3	1	7.43E-7	1	0	1	0	0.85	0.15	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	0.57	0.43
140	8	BEMAAS_VL	1	1	1	0.02	0.12	0.19	0.29	0.37	0.33	0.67	0.35	0.65	0.35	0.65	0.18	0.29	0.08	0.18	0.27	0.47	0.18	0.35	4.88E-7	1.05E-15	0.5	9.8E-3	0.13	0.27	0.09	0.55	0.45	0.55	0.45	1	4.88E-7	1	4.88E-7	0.64	0.36	0.64	0.36	0.45	0.05	0.05	0.18	0.27	0.56	0.43	0.01	2.04E-14	1.36E-14	0.98	0.02	3.4E-6	8.29E-21	0	1	6.79E-5	1.62E-23	0	0	1	0	0	0	0	0.5	0.16	0.34	4.88E-7	2.12E-32	1	1.66E-22	0	0	0	1	0	0	0	0	1	0	0	0	0	1	4.19E-10	1.58E-29	0	0	1	0	0	0	0	1	4.09E-5	8.3E-20	0	0	1	1.26E-3	2.22E-44	0	0	1	2.08E-5	6.78E-14	0	0	0.5	9.8E-3	0.13	0.27	0.09	0.55	0.45	1	3.41E-14	1	8.29E-21	1	0	1	0	1	4.88E-7	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	0.64	0.36
141	9	BEMAAS_VL	1	1	1	4.26E-3	0.06	0.17	0.29	0.48	0.23	0.77	0.26	0.74	0.27	0.73	0.07	0.21	0.15	0.22	0.35	0.41	0.27	0.28	0.03	0.02	0.38	0.03	0.23	0.24	0.13	0.43	0.57	0.44	0.56	0.95	0.05	0.95	0.05	0.63	0.37	0.63	0.37	0.26	0.12	0.06	0.21	0.35	0.46	0.39	0.15	1.19E-4	7.93E-5	0.97	0.03	3.51E-3	4.0E-11	0	0.95	0.05	2.58E-4	0	0	1	0	0	0	0	0.51	0.17	0.27	0.03	0.02	1	9.3E-7	0	0	0	1	0	0	0	0	1	0	0	0	0	0.99	0.01	2.01E-3	0	0	1	0	0	0	0	1	3.7E-3	2.49E-6	0	0	0.99	0.01	7.16E-4	0	0	1	1.77E-3	1.03E-8	0	0	0.38	0.03	0.23	0.24	0.13	0.44	0.56	1	1.98E-4	1	4.0E-11	1	0	1	0	0.95	0.05	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	0.63	0.37
142	10	BEMAAS_VL	1	1	1	6.79E-3	0.08	0.14	0.31	0.47	0.23	0.77	0.25	0.75	0.25	0.75	0.11	0.24	0.12	0.18	0.35	0.38	0.26	0.28	0.09	2.42E-3	0.42	0.01	0.14	0.32	0.11	0.47	0.53	0.48	0.52	0.91	0.09	0.91	0.09	0.57	0.43	0.57	0.43	0.35	0.05	0.08	0.18	0.34	0.54	0.44	0.02	7.09E-4	6.75E-4	0.93	0.05	0.02	1.87E-4	0	0.96	0.04	2.16E-3	0	0	1	0	0	0	0	0.48	0.17	0.27	0.09	2.42E-3	1	2.67E-5	0	0	0	1	0	0	0	0	1	0	0	0	0	0.99	9.58E-3	1.53E-5	0	0	1	0	0	0	0	1	3.32E-3	1.49E-5	0	0	0.99	0.01	1.87E-6	0	0	1	1.71E-3	3.86E-6	0	0	0.42	0.01	0.14	0.32	0.11	0.48	0.52	1	1.38E-3	1	1.87E-4	1	0	1	0	0.91	0.09	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	0.57	0.43
143	11	BEMAAS_VL	1	1	1	0.05	0.21	0.43	0.25	0.06	0.69	0.31	0.76	0.24	0.76	0.24	0.32	0.2	0.26	0.17	0.06	0.63	0.3	0.07	1.52E-6	1.03E-16	0.51	0.07	0.41	0.02	5.17E-3	0.78	0.22	0.78	0.22	1	1.52E-6	1	1.52E-6	0.98	0.02	0.98	0.02	0.45	0.08	0.25	0.16	0.06	0.84	0.16	1.38E-4	1.06E-11	7.07E-12	1	1.18E-3	8.06E-7	6.71E-14	0	1	2.88E-6	2.74E-16	0	0	1	0	0	0	0	0.74	0.19	0.07	1.52E-6	1.03E-16	1	8.39E-12	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1.07E-11	1.36E-22	0	0	1	0	0	0	0	1	5.54E-7	1.55E-13	0	0	1	4.42E-16	2.42E-61	0	0	1	2.56E-16	6.75E-32	0	0	0.51	0.07	0.41	0.02	5.17E-3	0.78	0.22	1	1.77E-11	1	6.71E-14	1	0	1	0	1	1.52E-6	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	0.98	0.02
144	12	BEMAAS_VL	1	1	1	9.78E-3	0.07	0.21	0.31	0.4	0.29	0.71	0.33	0.67	0.34	0.66	0.12	0.22	0.14	0.21	0.31	0.43	0.22	0.35	8.35E-3	6.59E-8	0.43	0.02	0.24	0.23	0.08	0.48	0.52	0.49	0.51	0.99	8.35E-3	0.99	8.33E-3	0.69	0.31	0.69	0.31	0.27	0.15	0.08	0.2	0.3	0.62	0.25	0.12	8.99E-3	6.5E-3	0.98	0.02	1.31E-4	3.29E-12	0	0.99	5.28E-3	1.17E-8	0	0	1	0	0	0	0	0.47	0.18	0.34	8.33E-3	1.41E-8	1	7.51E-9	0	0	0	1	0	0	0	0	1	0	0	0	0	1	2.18E-3	2.56E-6	0	0	1	0	0	0	0	1	6.0E-4	1.03E-7	0	0	1	3.72E-3	2.21E-4	0	0	1	3.61E-4	1.0E-7	0	0	0.43	0.02	0.24	0.23	0.08	0.5	0.5	0.98	0.02	1	3.29E-12	1	0	1	0	0.99	8.33E-3	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	0.69	0.31
145	1	BEMEUSE_RW	1	1	1	0.07	0.22	0.29	0.23	0.19	0.58	0.42	0.61	0.39	0.61	0.39	0.36	0.21	0.16	0.13	0.14	0.63	0.21	0.14	0.02	3.28E-4	0.58	0.06	0.2	0.1	0.05	0.73	0.27	0.74	0.26	0.98	0.02	0.98	0.02	0.85	0.15	0.85	0.15	0.56	0.07	0.11	0.12	0.14	0.76	0.17	0.06	4.31E-3	3.1E-3	0.97	0.02	6.65E-3	2.04E-4	0	0.99	9.13E-3	2.23E-4	0	0	1	0	0	0	0	0.72	0.13	0.13	0.02	3.27E-4	1	1.42E-3	0	0	0	1	0	0	0	0	1	0	0	0	0	1	2.55E-3	1.58E-5	0	0	1	0	0	0	0	1	1.86E-4	7.81E-7	0	0	0.99	0.01	6.51E-4	0	0	1	2.28E-3	8.81E-5	0	0	0.59	0.06	0.2	0.1	0.05	0.74	0.26	0.99	7.42E-3	1	2.04E-4	1	0	1	0	0.98	0.02	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	0.85	0.15
146	2	BEMEUSE_RW	1	1	1	0.16	0.34	0.3	0.13	0.06	0.81	0.19	0.83	0.17	0.83	0.17	0.55	0.18	0.13	0.09	0.05	0.77	0.16	0.06	3.73E-4	5.72E-9	0.71	0.06	0.19	0.03	0.01	0.86	0.14	0.87	0.13	1	3.73E-4	1	3.73E-4	0.96	0.04	0.96	0.04	0.68	0.06	0.12	0.09	0.05	0.88	0.1	0.02	3.52E-4	2.38E-4	1	2.79E-3	1.76E-4	7.55E-8	0	1	2.98E-4	7.94E-9	0	0	1	0	0	0	0	0.84	0.1	0.06	3.73E-4	5.69E-9	1	9.48E-8	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1.44E-6	5.46E-12	0	0	1	0	0	0	0	1	2.1E-4	2.22E-6	0	0	1	5.32E-4	2.41E-6	0	0	1	1.78E-5	5.68E-8	0	0	0.71	0.06	0.19	0.03	0.01	0.87	0.13	1	5.9E-4	1	7.55E-8	1	0	1	0	1	3.73E-4	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	0.96	0.04
147	3	BEMEUSE_RW	1	1	1	0.09	0.26	0.24	0.2	0.21	0.6	0.4	0.61	0.39	0.62	0.38	0.41	0.21	0.13	0.1	0.15	0.66	0.18	0.12	0.04	2.47E-3	0.67	0.04	0.14	0.09	0.06	0.75	0.25	0.76	0.24	0.96	0.04	0.96	0.04	0.85	0.15	0.85	0.15	0.64	0.06	0.07	0.09	0.14	0.79	0.13	0.07	8.13E-3	6.34E-3	0.95	0.04	0.01	1.47E-3	0	0.98	0.02	2.13E-3	0	0	1	0	0	0	0	0.76	0.09	0.11	0.04	2.46E-3	1	9.3E-4	0	0	0	1	0	0	0	0	1	0	0	0	0	0.99	7.44E-3	1.74E-4	0	0	1	0	0	0	0	0.99	7.68E-3	6.05E-4	0	0	0.98	0.02	2.03E-3	0	0	0.99	6.37E-3	4.64E-4	0	0	0.67	0.04	0.14	0.09	0.06	0.77	0.23	0.99	0.01	1	1.47E-3	1	0	1	0	0.96	0.04	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	0.85	0.15
148	4	BEMEUSE_RW	1	1	1	0.03	0.15	0.21	0.25	0.36	0.39	0.61	0.41	0.59	0.42	0.58	0.25	0.2	0.16	0.14	0.25	0.49	0.25	0.18	0.07	5.46E-3	0.53	0.05	0.16	0.15	0.11	0.61	0.39	0.62	0.38	0.92	0.08	0.92	0.08	0.74	0.26	0.74	0.26	0.53	0.05	0.07	0.12	0.24	0.67	0.18	0.12	0.02	0.01	0.89	0.08	0.03	4.56E-3	0	0.97	0.03	2.68E-3	0	0	1	0	0	0	0	0.63	0.12	0.17	0.07	5.45E-3	1	3.01E-3	0	0	0	1	0	0	0	0	1	0	0	0	0	0.97	0.03	1.54E-3	0	0	1	0	0	0	0	0.98	0.02	5.88E-4	0	0	0.96	0.04	1.43E-3	0	0	0.98	0.02	2.04E-3	0	0	0.54	0.04	0.16	0.15	0.11	0.64	0.36	0.97	0.03	1	4.56E-3	1	0	1	0	0.92	0.08	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	0.74	0.26
149	5	BEMEUSE_RW	1	1	1	0.12	0.29	0.26	0.18	0.15	0.67	0.33	0.69	0.31	0.69	0.31	0.47	0.19	0.12	0.1	0.11	0.71	0.17	0.1	0.02	4.31E-4	0.68	0.05	0.15	0.08	0.04	0.79	0.21	0.79	0.21	0.98	0.02	0.98	0.02	0.89	0.11	0.89	0.11	0.67	0.06	0.08	0.09	0.11	0.83	0.11	0.05	5.42E-3	4.25E-3	0.97	0.02	5.97E-3	2.67E-4	0	0.99	6.88E-3	5.41E-5	0	0	1	0	0	0	0	0.78	0.1	0.1	0.02	4.31E-4	1	1.47E-4	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1.84E-3	8.89E-6	0	0	1	0	0	0	0	1	1.59E-3	1.67E-5	0	0	0.99	9.97E-3	8.27E-4	0	0	1	1.09E-3	1.54E-5	0	0	0.68	0.05	0.15	0.08	0.04	0.8	0.2	0.99	9.67E-3	1	2.67E-4	1	0	1	0	0.98	0.02	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	0.89	0.11
150	6	BEMEUSE_RW	1	1	1	0.07	0.21	0.22	0.21	0.29	0.5	0.5	0.52	0.48	0.52	0.48	0.36	0.19	0.14	0.11	0.2	0.58	0.22	0.13	0.06	9.71E-3	0.64	0.05	0.12	0.11	0.09	0.69	0.31	0.7	0.3	0.93	0.07	0.93	0.07	0.8	0.2	0.8	0.2	0.62	0.04	0.06	0.09	0.18	0.76	0.12	0.09	0.02	0.02	0.9	0.06	0.03	7.08E-3	0	0.96	0.03	8.43E-3	0	0	1	0	0	0	0	0.72	0.09	0.12	0.06	9.7E-3	1	4.03E-3	0	0	0	1	0	0	0	0	1	0	0	0	0	0.97	0.03	1.8E-3	0	0	1	0	0	0	0	0.98	0.02	1.04E-3	0	0	0.96	0.04	2.94E-3	0	0	0.98	0.01	7.87E-4	0	0	0.65	0.04	0.12	0.1	0.09	0.73	0.27	0.97	0.03	0.99	7.08E-3	1	0	1	0	0.93	0.07	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	0.8	0.2
151	7	BEMEUSE_RW	1	1	1	0.02	0.12	0.2	0.25	0.42	0.34	0.66	0.36	0.64	0.37	0.63	0.22	0.19	0.16	0.14	0.28	0.41	0.29	0.19	0.1	0.02	0.5	0.06	0.15	0.15	0.14	0.57	0.43	0.58	0.42	0.89	0.11	0.89	0.11	0.71	0.29	0.71	0.29	0.52	0.04	0.06	0.12	0.26	0.64	0.17	0.14	0.03	0.02	0.85	0.09	0.04	0.01	0	0.95	0.04	9.99E-3	0	0	1	0	0	0	0	0.61	0.11	0.16	0.09	0.02	0.99	0.01	0	0	0	1	0	0	0	0	1	0	0	0	0	0.94	0.05	6.2E-3	0	0	1	0	0	0	0	0.96	0.04	3.37E-3	0	0	0.91	0.08	0.01	0	0	0.96	0.03	6.01E-3	0	0	0.52	0.04	0.15	0.15	0.14	0.62	0.38	0.95	0.05	0.99	0.01	1	0	1	0	0.89	0.11	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	0.71	0.29
152	8	BEMEUSE_RW	1	1	1	0.1	0.27	0.24	0.19	0.2	0.61	0.39	0.63	0.37	0.64	0.36	0.45	0.19	0.12	0.1	0.14	0.66	0.19	0.11	0.03	1.82E-3	0.66	0.06	0.14	0.08	0.05	0.76	0.24	0.76	0.24	0.97	0.03	0.97	0.03	0.86	0.14	0.86	0.14	0.67	0.04	0.06	0.09	0.13	0.81	0.11	0.06	9.0E-3	7.69E-3	0.96	0.03	0.01	1.01E-3	0	0.99	0.01	3.29E-4	0	0	1	0	0	0	0	0.77	0.09	0.1	0.03	1.82E-3	1	1.03E-3	0	0	0	1	0	0	0	0	1	0	0	0	0	0.99	8.25E-3	1.87E-4	0	0	1	0	0	0	0	0.99	6.97E-3	1.94E-4	0	0	0.98	0.02	6.87E-4	0	0	0.99	7.08E-3	5.1E-4	0	0	0.67	0.05	0.14	0.08	0.05	0.77	0.23	0.98	0.02	1	1.01E-3	1	0	1	0	0.97	0.03	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	0.86	0.14
153	9	BEMEUSE_RW	1	1	1	0.06	0.2	0.22	0.22	0.3	0.48	0.52	0.49	0.51	0.5	0.5	0.34	0.19	0.14	0.11	0.21	0.56	0.22	0.14	0.07	0.01	0.62	0.04	0.13	0.12	0.09	0.68	0.32	0.69	0.31	0.92	0.08	0.92	0.08	0.79	0.21	0.79	0.21	0.62	0.04	0.06	0.09	0.19	0.74	0.13	0.09	0.02	0.02	0.9	0.06	0.03	6.23E-3	0	0.96	0.03	9.16E-3	0	0	1	0	0	0	0	0.7	0.09	0.12	0.07	0.01	1	4.67E-3	0	0	0	1	0	0	0	0	1	0	0	0	0	0.97	0.03	2.11E-3	0	0	1	0	0	0	0	0.98	0.02	1.2E-3	0	0	0.96	0.04	3.19E-3	0	0	0.98	0.02	1.24E-3	0	0	0.63	0.03	0.12	0.12	0.09	0.71	0.29	0.97	0.03	0.99	6.23E-3	1	0	1	0	0.92	0.08	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	0.79	0.21
154	10	BEMEUSE_RW	1	1	1	0.03	0.15	0.22	0.25	0.35	0.41	0.59	0.43	0.57	0.44	0.56	0.27	0.2	0.16	0.14	0.24	0.48	0.27	0.17	0.07	0.01	0.52	0.07	0.17	0.13	0.11	0.62	0.38	0.63	0.37	0.92	0.08	0.92	0.08	0.76	0.24	0.76	0.24	0.53	0.05	0.08	0.12	0.22	0.69	0.17	0.11	0.02	0.02	0.89	0.07	0.03	6.6E-3	0	0.96	0.03	6.74E-3	0	0	1	0	0	0	0	0.65	0.12	0.15	0.07	0.01	0.99	7.23E-3	0	0	0	1	0	0	0	0	1	0	0	0	0	0.96	0.04	3.57E-3	0	0	1	0	0	0	0	0.97	0.03	2.2E-3	0	0	0.94	0.06	5.95E-3	0	0	0.97	0.02	3.16E-3	0	0	0.54	0.05	0.17	0.13	0.11	0.66	0.34	0.97	0.03	0.99	6.6E-3	1	0	1	0	0.92	0.08	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	0.76	0.24
155	11	BEMEUSE_RW	1	1	1	0.19	0.38	0.27	0.11	0.05	0.84	0.16	0.86	0.14	0.86	0.14	0.59	0.18	0.12	0.08	0.04	0.8	0.15	0.04	1.38E-3	2.04E-6	0.73	0.08	0.16	0.02	7.02E-3	0.89	0.11	0.89	0.11	1	1.38E-3	1	1.38E-3	0.97	0.03	0.97	0.03	0.7	0.08	0.11	0.08	0.04	0.91	0.08	0.01	1.3E-4	8.74E-5	1	1.81E-3	1.07E-4	6.33E-8	0	1	4.64E-4	2.78E-7	0	0	1	0	0	0	0	0.87	0.09	0.04	1.38E-3	2.04E-6	1	3.74E-5	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1.01E-4	1.77E-7	0	0	1	0	0	0	0	1	1.87E-4	2.09E-6	0	0	1	4.78E-4	2.3E-6	0	0	1	3.34E-5	2.19E-7	0	0	0.73	0.08	0.16	0.02	7.02E-3	0.89	0.11	1	2.17E-4	1	6.33E-8	1	0	1	0	1	1.38E-3	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	0.97	0.03
156	12	BEMEUSE_RW	1	1	1	0.1	0.27	0.26	0.19	0.18	0.63	0.37	0.65	0.35	0.65	0.35	0.43	0.21	0.13	0.1	0.13	0.68	0.18	0.11	0.03	1.58E-3	0.67	0.05	0.15	0.08	0.04	0.77	0.23	0.77	0.23	0.97	0.03	0.97	0.03	0.87	0.13	0.87	0.13	0.64	0.07	0.08	0.09	0.13	0.8	0.13	0.06	5.64E-3	4.26E-3	0.96	0.03	8.64E-3	5.49E-4	0	0.99	0.01	1.22E-3	0	0	1	0	0	0	0	0.77	0.1	0.1	0.03	1.58E-3	1	5.78E-4	0	0	0	1	0	0	0	0	1	0	0	0	0	1	4.27E-3	6.9E-5	0	0	1	0	0	0	0	1	4.68E-3	2.6E-4	0	0	0.99	0.01	8.97E-4	0	0	1	3.51E-3	1.81E-4	0	0	0.67	0.05	0.15	0.08	0.04	0.78	0.22	0.99	9.9E-3	1	5.49E-4	1	0	1	0	0.97	0.03	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	0.87	0.13
